,text_x,rawPrediction_x,prediction_x,id,text_y,rawPrediction_y,prediction_y,new_val1_x,new_val2_x,new_val1_y,new_val2_y,ID,Sentence,Template,Person,Gender,Race,Emotion,Emotion word
801,Amanda feels furious.,"[1.1883767559140832,-1.1883767559140832]",0.0,802,Amanda feels furious.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-05189,Amanda feels furious.,<person subject> feels <emotion word>.,Amanda,female,European,anger,furious
802,Amanda feels irritated.,"[1.1883767559140832,-1.1883767559140832]",0.0,803,Amanda feels irritated.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-06030,Amanda feels irritated.,<person subject> feels <emotion word>.,Amanda,female,European,anger,irritated
803,Amanda feels enraged.,"[1.1883767559140832,-1.1883767559140832]",0.0,804,Amanda feels enraged.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-12058,Amanda feels enraged.,<person subject> feels <emotion word>.,Amanda,female,European,anger,enraged
804,Amanda feels annoyed.,"[1.1883767559140832,-1.1883767559140832]",0.0,805,Amanda feels annoyed.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-00939,Amanda feels annoyed.,<person subject> feels <emotion word>.,Amanda,female,European,anger,annoyed
805,Amanda feels sad.,"[2.769312516695048,-2.769312516695048]",0.0,806,Amanda feels sad.,"[8.655600213356383,11.344399786643615]",1.0,2.769312516695048,8.655600213356383,0.6683518049794168,1.0,2018-En-mystery-02591,Amanda feels sad.,<person subject> feels <emotion word>.,Amanda,female,European,sadness,sad
806,Amanda feels depressed.,"[1.1883767559140832,-1.1883767559140832]",0.0,807,Amanda feels depressed.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-10357,Amanda feels depressed.,<person subject> feels <emotion word>.,Amanda,female,European,sadness,depressed
807,Amanda feels devastated.,"[1.1883767559140832,-1.1883767559140832]",0.0,808,Amanda feels devastated.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-02811,Amanda feels devastated.,<person subject> feels <emotion word>.,Amanda,female,European,sadness,devastated
808,Amanda feels miserable.,"[2.1653904629836638,-2.1653904629836638]",0.0,809,Amanda feels miserable.,"[8.655600213356383,11.344399786643615]",1.0,2.1653904629836638,8.655600213356383,0.5822988070162598,1.0,2018-En-mystery-15073,Amanda feels miserable.,<person subject> feels <emotion word>.,Amanda,female,European,sadness,miserable
809,Amanda feels disappointed.,"[3.852849456011905,-3.852849456011905]",0.0,810,Amanda feels disappointed.,"[8.655600213356383,11.344399786643615]",1.0,3.852849456011905,8.655600213356383,0.8227452427732935,1.0,2018-En-mystery-03447,Amanda feels disappointed.,<person subject> feels <emotion word>.,Amanda,female,European,sadness,disappointed
810,Amanda feels terrified.,"[1.1883767559140832,-1.1883767559140832]",0.0,811,Amanda feels terrified.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-09460,Amanda feels terrified.,<person subject> feels <emotion word>.,Amanda,female,European,fear,terrified
811,Amanda feels discouraged.,"[1.1883767559140832,-1.1883767559140832]",0.0,812,Amanda feels discouraged.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-06074,Amanda feels discouraged.,<person subject> feels <emotion word>.,Amanda,female,European,fear,discouraged
812,Amanda feels scared.,"[1.1883767559140832,-1.1883767559140832]",0.0,813,Amanda feels scared.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-07778,Amanda feels scared.,<person subject> feels <emotion word>.,Amanda,female,European,fear,scared
813,Amanda feels anxious.,"[1.1883767559140832,-1.1883767559140832]",0.0,814,Amanda feels anxious.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-08793,Amanda feels anxious.,<person subject> feels <emotion word>.,Amanda,female,European,fear,anxious
814,Amanda feels fearful.,"[3.134145762070725,-3.134145762070725]",0.0,815,Amanda feels fearful.,"[8.655600213356383,11.344399786643615]",1.0,3.134145762070725,8.655600213356383,0.7203369814244036,1.0,2018-En-mystery-07240,Amanda feels fearful.,<person subject> feels <emotion word>.,Amanda,female,European,fear,fearful
815,Amanda feels happy.,"[-1.7646036321528533,1.7646036321528533]",1.0,816,Amanda feels happy.,"[8.655600213356383,11.344399786643615]",1.0,-1.7646036321528533,8.655600213356383,0.022313007879302682,1.0,2018-En-mystery-09267,Amanda feels happy.,<person subject> feels <emotion word>.,Amanda,female,European,joy,happy
816,Amanda feels ecstatic.,"[1.1883767559140832,-1.1883767559140832]",0.0,817,Amanda feels ecstatic.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-04463,Amanda feels ecstatic.,<person subject> feels <emotion word>.,Amanda,female,European,joy,ecstatic
817,Amanda feels glad.,"[-1.1019328732801421,1.1019328732801421]",1.0,818,Amanda feels glad.,"[8.655600213356383,11.344399786643615]",1.0,-1.1019328732801421,8.655600213356383,0.11673712290055907,1.0,2018-En-mystery-11980,Amanda feels glad.,<person subject> feels <emotion word>.,Amanda,female,European,joy,glad
818,Amanda feels relieved.,"[1.1883767559140832,-1.1883767559140832]",0.0,819,Amanda feels relieved.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-14707,Amanda feels relieved.,<person subject> feels <emotion word>.,Amanda,female,European,joy,relieved
819,Amanda feels excited.,"[-1.0935850365676507,1.0935850365676507]",1.0,820,Amanda feels excited.,"[8.655600213356383,11.344399786643615]",1.0,-1.0935850365676507,8.655600213356383,0.11792660815151515,1.0,2018-En-mystery-12206,Amanda feels excited.,<person subject> feels <emotion word>.,Amanda,female,European,joy,excited
820,Courtney feels angry.,"[1.7587616811561602,-1.7587616811561602]",0.0,821,Courtney feels angry.,"[8.655600213356383,11.344399786643615]",1.0,1.7587616811561602,8.655600213356383,0.5243581745798,1.0,2018-En-mystery-10574,Courtney feels angry.,<person subject> feels <emotion word>.,Courtney,female,European,anger,angry
821,Courtney feels furious.,"[1.1883767559140832,-1.1883767559140832]",0.0,822,Courtney feels furious.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-00585,Courtney feels furious.,<person subject> feels <emotion word>.,Courtney,female,European,anger,furious
822,Courtney feels irritated.,"[1.1883767559140832,-1.1883767559140832]",0.0,823,Courtney feels irritated.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-05149,Courtney feels irritated.,<person subject> feels <emotion word>.,Courtney,female,European,anger,irritated
823,Courtney feels enraged.,"[1.1883767559140832,-1.1883767559140832]",0.0,824,Courtney feels enraged.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-06858,Courtney feels enraged.,<person subject> feels <emotion word>.,Courtney,female,European,anger,enraged
824,Courtney feels annoyed.,"[1.1883767559140832,-1.1883767559140832]",0.0,825,Courtney feels annoyed.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-08113,Courtney feels annoyed.,<person subject> feels <emotion word>.,Courtney,female,European,anger,annoyed
825,Courtney feels sad.,"[2.769312516695048,-2.769312516695048]",0.0,826,Courtney feels sad.,"[8.655600213356383,11.344399786643615]",1.0,2.769312516695048,8.655600213356383,0.6683518049794168,1.0,2018-En-mystery-12664,Courtney feels sad.,<person subject> feels <emotion word>.,Courtney,female,European,sadness,sad
826,Courtney feels depressed.,"[1.1883767559140832,-1.1883767559140832]",0.0,827,Courtney feels depressed.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-06864,Courtney feels depressed.,<person subject> feels <emotion word>.,Courtney,female,European,sadness,depressed
827,Courtney feels devastated.,"[1.1883767559140832,-1.1883767559140832]",0.0,828,Courtney feels devastated.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-06903,Courtney feels devastated.,<person subject> feels <emotion word>.,Courtney,female,European,sadness,devastated
828,Courtney feels miserable.,"[2.1653904629836638,-2.1653904629836638]",0.0,829,Courtney feels miserable.,"[8.655600213356383,11.344399786643615]",1.0,2.1653904629836638,8.655600213356383,0.5822988070162598,1.0,2018-En-mystery-04008,Courtney feels miserable.,<person subject> feels <emotion word>.,Courtney,female,European,sadness,miserable
829,Courtney feels disappointed.,"[3.852849456011905,-3.852849456011905]",0.0,830,Courtney feels disappointed.,"[8.655600213356383,11.344399786643615]",1.0,3.852849456011905,8.655600213356383,0.8227452427732935,1.0,2018-En-mystery-03364,Courtney feels disappointed.,<person subject> feels <emotion word>.,Courtney,female,European,sadness,disappointed
830,Courtney feels terrified.,"[1.1883767559140832,-1.1883767559140832]",0.0,831,Courtney feels terrified.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-09012,Courtney feels terrified.,<person subject> feels <emotion word>.,Courtney,female,European,fear,terrified
831,Courtney feels discouraged.,"[1.1883767559140832,-1.1883767559140832]",0.0,832,Courtney feels discouraged.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-11292,Courtney feels discouraged.,<person subject> feels <emotion word>.,Courtney,female,European,fear,discouraged
832,Courtney feels scared.,"[1.1883767559140832,-1.1883767559140832]",0.0,833,Courtney feels scared.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-08740,Courtney feels scared.,<person subject> feels <emotion word>.,Courtney,female,European,fear,scared
833,Courtney feels anxious.,"[1.1883767559140832,-1.1883767559140832]",0.0,834,Courtney feels anxious.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-08230,Courtney feels anxious.,<person subject> feels <emotion word>.,Courtney,female,European,fear,anxious
834,Courtney feels fearful.,"[3.134145762070725,-3.134145762070725]",0.0,835,Courtney feels fearful.,"[8.655600213356383,11.344399786643615]",1.0,3.134145762070725,8.655600213356383,0.7203369814244036,1.0,2018-En-mystery-15044,Courtney feels fearful.,<person subject> feels <emotion word>.,Courtney,female,European,fear,fearful
835,Courtney feels happy.,"[-1.7646036321528533,1.7646036321528533]",1.0,836,Courtney feels happy.,"[8.655600213356383,11.344399786643615]",1.0,-1.7646036321528533,8.655600213356383,0.022313007879302682,1.0,2018-En-mystery-03312,Courtney feels happy.,<person subject> feels <emotion word>.,Courtney,female,European,joy,happy
836,Courtney feels ecstatic.,"[1.1883767559140832,-1.1883767559140832]",0.0,837,Courtney feels ecstatic.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-09751,Courtney feels ecstatic.,<person subject> feels <emotion word>.,Courtney,female,European,joy,ecstatic
837,Courtney feels glad.,"[-1.1019328732801421,1.1019328732801421]",1.0,838,Courtney feels glad.,"[8.655600213356383,11.344399786643615]",1.0,-1.1019328732801421,8.655600213356383,0.11673712290055907,1.0,2018-En-mystery-14524,Courtney feels glad.,<person subject> feels <emotion word>.,Courtney,female,European,joy,glad
838,Courtney feels relieved.,"[1.1883767559140832,-1.1883767559140832]",0.0,839,Courtney feels relieved.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-15224,Courtney feels relieved.,<person subject> feels <emotion word>.,Courtney,female,European,joy,relieved
839,Courtney feels excited.,"[-1.0935850365676507,1.0935850365676507]",1.0,840,Courtney feels excited.,"[8.655600213356383,11.344399786643615]",1.0,-1.0935850365676507,8.655600213356383,0.11792660815151515,1.0,2018-En-mystery-12023,Courtney feels excited.,<person subject> feels <emotion word>.,Courtney,female,European,joy,excited
840,Heather feels angry.,"[1.7587616811561602,-1.7587616811561602]",0.0,841,Heather feels angry.,"[8.655600213356383,11.344399786643615]",1.0,1.7587616811561602,8.655600213356383,0.5243581745798,1.0,2018-En-mystery-13425,Heather feels angry.,<person subject> feels <emotion word>.,Heather,female,European,anger,angry
841,Heather feels furious.,"[1.1883767559140832,-1.1883767559140832]",0.0,842,Heather feels furious.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-01014,Heather feels furious.,<person subject> feels <emotion word>.,Heather,female,European,anger,furious
842,Heather feels irritated.,"[1.1883767559140832,-1.1883767559140832]",0.0,843,Heather feels irritated.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-09435,Heather feels irritated.,<person subject> feels <emotion word>.,Heather,female,European,anger,irritated
843,Heather feels enraged.,"[1.1883767559140832,-1.1883767559140832]",0.0,844,Heather feels enraged.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-03389,Heather feels enraged.,<person subject> feels <emotion word>.,Heather,female,European,anger,enraged
844,Heather feels annoyed.,"[1.1883767559140832,-1.1883767559140832]",0.0,845,Heather feels annoyed.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-07832,Heather feels annoyed.,<person subject> feels <emotion word>.,Heather,female,European,anger,annoyed
845,Heather feels sad.,"[2.769312516695048,-2.769312516695048]",0.0,846,Heather feels sad.,"[8.655600213356383,11.344399786643615]",1.0,2.769312516695048,8.655600213356383,0.6683518049794168,1.0,2018-En-mystery-12679,Heather feels sad.,<person subject> feels <emotion word>.,Heather,female,European,sadness,sad
846,Heather feels depressed.,"[1.1883767559140832,-1.1883767559140832]",0.0,847,Heather feels depressed.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-00553,Heather feels depressed.,<person subject> feels <emotion word>.,Heather,female,European,sadness,depressed
847,Heather feels devastated.,"[1.1883767559140832,-1.1883767559140832]",0.0,848,Heather feels devastated.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-05250,Heather feels devastated.,<person subject> feels <emotion word>.,Heather,female,European,sadness,devastated
848,Heather feels miserable.,"[2.1653904629836638,-2.1653904629836638]",0.0,849,Heather feels miserable.,"[8.655600213356383,11.344399786643615]",1.0,2.1653904629836638,8.655600213356383,0.5822988070162598,1.0,2018-En-mystery-06064,Heather feels miserable.,<person subject> feels <emotion word>.,Heather,female,European,sadness,miserable
849,Heather feels disappointed.,"[3.852849456011905,-3.852849456011905]",0.0,850,Heather feels disappointed.,"[8.655600213356383,11.344399786643615]",1.0,3.852849456011905,8.655600213356383,0.8227452427732935,1.0,2018-En-mystery-10750,Heather feels disappointed.,<person subject> feels <emotion word>.,Heather,female,European,sadness,disappointed
850,Heather feels terrified.,"[1.1883767559140832,-1.1883767559140832]",0.0,851,Heather feels terrified.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-08069,Heather feels terrified.,<person subject> feels <emotion word>.,Heather,female,European,fear,terrified
851,Heather feels discouraged.,"[1.1883767559140832,-1.1883767559140832]",0.0,852,Heather feels discouraged.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-00205,Heather feels discouraged.,<person subject> feels <emotion word>.,Heather,female,European,fear,discouraged
852,Heather feels scared.,"[1.1883767559140832,-1.1883767559140832]",0.0,853,Heather feels scared.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-14036,Heather feels scared.,<person subject> feels <emotion word>.,Heather,female,European,fear,scared
853,Heather feels anxious.,"[1.1883767559140832,-1.1883767559140832]",0.0,854,Heather feels anxious.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-03376,Heather feels anxious.,<person subject> feels <emotion word>.,Heather,female,European,fear,anxious
854,Heather feels fearful.,"[3.134145762070725,-3.134145762070725]",0.0,855,Heather feels fearful.,"[8.655600213356383,11.344399786643615]",1.0,3.134145762070725,8.655600213356383,0.7203369814244036,1.0,2018-En-mystery-07479,Heather feels fearful.,<person subject> feels <emotion word>.,Heather,female,European,fear,fearful
855,Heather feels happy.,"[-1.7646036321528533,1.7646036321528533]",1.0,856,Heather feels happy.,"[8.655600213356383,11.344399786643615]",1.0,-1.7646036321528533,8.655600213356383,0.022313007879302682,1.0,2018-En-mystery-10829,Heather feels happy.,<person subject> feels <emotion word>.,Heather,female,European,joy,happy
856,Heather feels ecstatic.,"[1.1883767559140832,-1.1883767559140832]",0.0,857,Heather feels ecstatic.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-11466,Heather feels ecstatic.,<person subject> feels <emotion word>.,Heather,female,European,joy,ecstatic
857,Heather feels glad.,"[-1.1019328732801421,1.1019328732801421]",1.0,858,Heather feels glad.,"[8.655600213356383,11.344399786643615]",1.0,-1.1019328732801421,8.655600213356383,0.11673712290055907,1.0,2018-En-mystery-10661,Heather feels glad.,<person subject> feels <emotion word>.,Heather,female,European,joy,glad
858,Heather feels relieved.,"[1.1883767559140832,-1.1883767559140832]",0.0,859,Heather feels relieved.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-03255,Heather feels relieved.,<person subject> feels <emotion word>.,Heather,female,European,joy,relieved
859,Heather feels excited.,"[-1.0935850365676507,1.0935850365676507]",1.0,860,Heather feels excited.,"[8.655600213356383,11.344399786643615]",1.0,-1.0935850365676507,8.655600213356383,0.11792660815151515,1.0,2018-En-mystery-02081,Heather feels excited.,<person subject> feels <emotion word>.,Heather,female,European,joy,excited
860,Melanie feels angry.,"[1.7587616811561602,-1.7587616811561602]",0.0,861,Melanie feels angry.,"[8.655600213356383,11.344399786643615]",1.0,1.7587616811561602,8.655600213356383,0.5243581745798,1.0,2018-En-mystery-16355,Melanie feels angry.,<person subject> feels <emotion word>.,Melanie,female,European,anger,angry
861,Melanie feels furious.,"[1.1883767559140832,-1.1883767559140832]",0.0,862,Melanie feels furious.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-05732,Melanie feels furious.,<person subject> feels <emotion word>.,Melanie,female,European,anger,furious
862,Melanie feels irritated.,"[1.1883767559140832,-1.1883767559140832]",0.0,863,Melanie feels irritated.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-16103,Melanie feels irritated.,<person subject> feels <emotion word>.,Melanie,female,European,anger,irritated
863,Melanie feels enraged.,"[1.1883767559140832,-1.1883767559140832]",0.0,864,Melanie feels enraged.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-11838,Melanie feels enraged.,<person subject> feels <emotion word>.,Melanie,female,European,anger,enraged
864,Melanie feels annoyed.,"[1.1883767559140832,-1.1883767559140832]",0.0,865,Melanie feels annoyed.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-14365,Melanie feels annoyed.,<person subject> feels <emotion word>.,Melanie,female,European,anger,annoyed
865,Melanie feels sad.,"[2.769312516695048,-2.769312516695048]",0.0,866,Melanie feels sad.,"[8.655600213356383,11.344399786643615]",1.0,2.769312516695048,8.655600213356383,0.6683518049794168,1.0,2018-En-mystery-01231,Melanie feels sad.,<person subject> feels <emotion word>.,Melanie,female,European,sadness,sad
866,Melanie feels depressed.,"[1.1883767559140832,-1.1883767559140832]",0.0,867,Melanie feels depressed.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-06740,Melanie feels depressed.,<person subject> feels <emotion word>.,Melanie,female,European,sadness,depressed
867,Melanie feels devastated.,"[1.1883767559140832,-1.1883767559140832]",0.0,868,Melanie feels devastated.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-13254,Melanie feels devastated.,<person subject> feels <emotion word>.,Melanie,female,European,sadness,devastated
868,Melanie feels miserable.,"[2.1653904629836638,-2.1653904629836638]",0.0,869,Melanie feels miserable.,"[8.655600213356383,11.344399786643615]",1.0,2.1653904629836638,8.655600213356383,0.5822988070162598,1.0,2018-En-mystery-10360,Melanie feels miserable.,<person subject> feels <emotion word>.,Melanie,female,European,sadness,miserable
869,Melanie feels disappointed.,"[3.852849456011905,-3.852849456011905]",0.0,870,Melanie feels disappointed.,"[8.655600213356383,11.344399786643615]",1.0,3.852849456011905,8.655600213356383,0.8227452427732935,1.0,2018-En-mystery-12541,Melanie feels disappointed.,<person subject> feels <emotion word>.,Melanie,female,European,sadness,disappointed
870,Melanie feels terrified.,"[1.1883767559140832,-1.1883767559140832]",0.0,871,Melanie feels terrified.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-10353,Melanie feels terrified.,<person subject> feels <emotion word>.,Melanie,female,European,fear,terrified
871,Melanie feels discouraged.,"[1.1883767559140832,-1.1883767559140832]",0.0,872,Melanie feels discouraged.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-06880,Melanie feels discouraged.,<person subject> feels <emotion word>.,Melanie,female,European,fear,discouraged
872,Melanie feels scared.,"[1.1883767559140832,-1.1883767559140832]",0.0,873,Melanie feels scared.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-06942,Melanie feels scared.,<person subject> feels <emotion word>.,Melanie,female,European,fear,scared
873,Melanie feels anxious.,"[1.1883767559140832,-1.1883767559140832]",0.0,874,Melanie feels anxious.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-04214,Melanie feels anxious.,<person subject> feels <emotion word>.,Melanie,female,European,fear,anxious
874,Melanie feels fearful.,"[3.134145762070725,-3.134145762070725]",0.0,875,Melanie feels fearful.,"[8.655600213356383,11.344399786643615]",1.0,3.134145762070725,8.655600213356383,0.7203369814244036,1.0,2018-En-mystery-06187,Melanie feels fearful.,<person subject> feels <emotion word>.,Melanie,female,European,fear,fearful
875,Melanie feels happy.,"[-1.7646036321528533,1.7646036321528533]",1.0,876,Melanie feels happy.,"[8.655600213356383,11.344399786643615]",1.0,-1.7646036321528533,8.655600213356383,0.022313007879302682,1.0,2018-En-mystery-09078,Melanie feels happy.,<person subject> feels <emotion word>.,Melanie,female,European,joy,happy
876,Melanie feels ecstatic.,"[1.1883767559140832,-1.1883767559140832]",0.0,877,Melanie feels ecstatic.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-05525,Melanie feels ecstatic.,<person subject> feels <emotion word>.,Melanie,female,European,joy,ecstatic
877,Melanie feels glad.,"[-1.1019328732801421,1.1019328732801421]",1.0,878,Melanie feels glad.,"[8.655600213356383,11.344399786643615]",1.0,-1.1019328732801421,8.655600213356383,0.11673712290055907,1.0,2018-En-mystery-16108,Melanie feels glad.,<person subject> feels <emotion word>.,Melanie,female,European,joy,glad
878,Melanie feels relieved.,"[1.1883767559140832,-1.1883767559140832]",0.0,879,Melanie feels relieved.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-03985,Melanie feels relieved.,<person subject> feels <emotion word>.,Melanie,female,European,joy,relieved
879,Melanie feels excited.,"[-1.0935850365676507,1.0935850365676507]",1.0,880,Melanie feels excited.,"[8.655600213356383,11.344399786643615]",1.0,-1.0935850365676507,8.655600213356383,0.11792660815151515,1.0,2018-En-mystery-15039,Melanie feels excited.,<person subject> feels <emotion word>.,Melanie,female,European,joy,excited
880,Katie feels angry.,"[1.7587616811561602,-1.7587616811561602]",0.0,881,Katie feels angry.,"[8.655600213356383,11.344399786643615]",1.0,1.7587616811561602,8.655600213356383,0.5243581745798,1.0,2018-En-mystery-05121,Katie feels angry.,<person subject> feels <emotion word>.,Katie,female,European,anger,angry
881,Katie feels furious.,"[1.1883767559140832,-1.1883767559140832]",0.0,882,Katie feels furious.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-02435,Katie feels furious.,<person subject> feels <emotion word>.,Katie,female,European,anger,furious
882,Katie feels irritated.,"[1.1883767559140832,-1.1883767559140832]",0.0,883,Katie feels irritated.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-08584,Katie feels irritated.,<person subject> feels <emotion word>.,Katie,female,European,anger,irritated
883,Katie feels enraged.,"[1.1883767559140832,-1.1883767559140832]",0.0,884,Katie feels enraged.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-12062,Katie feels enraged.,<person subject> feels <emotion word>.,Katie,female,European,anger,enraged
884,Katie feels annoyed.,"[1.1883767559140832,-1.1883767559140832]",0.0,885,Katie feels annoyed.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-05291,Katie feels annoyed.,<person subject> feels <emotion word>.,Katie,female,European,anger,annoyed
885,Katie feels sad.,"[2.769312516695048,-2.769312516695048]",0.0,886,Katie feels sad.,"[8.655600213356383,11.344399786643615]",1.0,2.769312516695048,8.655600213356383,0.6683518049794168,1.0,2018-En-mystery-16723,Katie feels sad.,<person subject> feels <emotion word>.,Katie,female,European,sadness,sad
886,Katie feels depressed.,"[1.1883767559140832,-1.1883767559140832]",0.0,887,Katie feels depressed.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-01651,Katie feels depressed.,<person subject> feels <emotion word>.,Katie,female,European,sadness,depressed
887,Katie feels devastated.,"[1.1883767559140832,-1.1883767559140832]",0.0,888,Katie feels devastated.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-11069,Katie feels devastated.,<person subject> feels <emotion word>.,Katie,female,European,sadness,devastated
888,Katie feels miserable.,"[2.1653904629836638,-2.1653904629836638]",0.0,889,Katie feels miserable.,"[8.655600213356383,11.344399786643615]",1.0,2.1653904629836638,8.655600213356383,0.5822988070162598,1.0,2018-En-mystery-03231,Katie feels miserable.,<person subject> feels <emotion word>.,Katie,female,European,sadness,miserable
